"bounding up tree trunk in series of short quick flights|-33.65|151.13|10000",6037268
"Calumet 26m. N.E. of Binnaway|-31.292|149.07|10000",6055233
"Coomeroo near Thirlmere|-34.2779|150.5796|10000",6034273
"Garrawilla, Mulalley Garrawilla (parish), Mulalley incorrect spelling= Mullaley|-31.08|149.92|100000",5012499
"Lorien, 3km N of Lansdowne|-31.753487|152.537747|10000",1094240
"Lorien, 8km N of Lansdowne, nr Taree|-31.753487|152.537747|10000",1094240
"Woolondoon, Rowena, NSW|-18.709|143.7|10000",1128377
"(Bottle E.) Penrith|-33.7513|150.6943|10000",6059146
"(topside) Moores' Riv. (underside) Mogamber|-31.0355|116.0417|1000",1143515
"(topside) Tammin (underside) Cunderin WA 10 mile heading E|-31.6514|117.3417|10000",1143518
"?km from top end ofTucker Box Rd, Beaury SF|-28.4814|152.4003|100",5006728
"0.25km S of jnct Tubrabucca & Omadale Brook Rds|-31.9153|151.4|100",5006085
"0.7KM E OF WIRRINYA->CARAGABAL RD INTERSECTION. LINE HEADS E|-33.66811|147.81508|",1097488
"0.9KM E OF WIRRINYA->CARAGABAL RD INTERSECTION. LINE HEADS E|-33.66811|147.81508|",1097219
"0.9km S along Chaelundi rd from Big Bull Rd Mt Hyland Nat Res|-30.1539|152.4661|100",5006285
"0-100m|-21.15|-175.23|10000",1144946
"1 m. S. Crystal Springs, Nornalup National Park, WA, M.V. Lamp|-34.983828|116.606658|10000",1108472
"1 mi. N. Quang Tri, Vietnam|16.76|107.1921|10000",1147680
"1.2KM FROM EASTERN RD WHICH IS 350M S OF CAMP RD.  LINE GOES S STARTING 20M FROM RD|-33.77156|147.79984|",1097272
"1.2KM FROM EASTERN RD WHICH IS 350M S OF CAMP RD.  LINE GOES S STARTING 220M FROM RD|-33.77156|147.79984|",1097274
"1.8km N of ford on Karuah River on Karuah River Rd Chichester SF|-32.0994|151.7217|100",6034377
"1.8km N of ford on Karuah River on Karuah River Rd. Chchester SF|-32.0994|151.7217|100",6034377
"10 km N.W. of Tuglo|-32.2754|151.2919|1000",6054278
"10 S Margaret River WA|-18.77|126.86|100000",1087845
"10km S. Ayr|-19.624|147.481|10000",1133353
"10m NSW Coolabah|-30.911|146.614|10000",1129520
"10mi. N MtMagnet|-28.918|117.844|10000",6052640
"12-17 mi. E. Alice Springs|-23.702|134.109|10000",6034218
"12-26 mi. N. Hopetoun|-35.47|142.37|100000",6038781
"12km S Kempsey, Maria NP|-31.1917|152.8472|10000",1129669
"15mi. E Yalgoo|-28.333|116.929|10000",6040310
"16 miles W.of Alice Springs|-23.771|133.624|10000",6054459
"16km W of Paluma, Qld|-18.9926|146.0613|10000",1092455
"175km N of Dingo, Qld|-22.3439|148.6402|10000",1091764
"18km S Ravenshoe|-17.738|145.501|10000",1133346
"18km S.Ravenshoe|-17.738|145.501|10000",1133334
"19 kms W. Euabalong|-33.062533|146.2756|100",1087344
"195km N of Dingo, Qld|-21.881876|149.31665|10000",1093611
"1A/1/0|-31.55|152.63|10000",1113686
"2 mi. NW Margaret River.|-33.9383|115.0612|10000",6064493
"2.1KM E OF WIRRINYA->CARAGABAL RD INTERSECTION. LINE HEADS E|-33.65932|147.82972|",1097277
"2.3KM E OF WIRRINYA->CARAGABAL RD INTERSECTION. LINE HEADS E|-33.65932|147.82972|",1097152
"2.3km N of Karuah River on Karuah River Rd, Chichester SF|-32.0975|151.7217|100",5006492
"2.65 KM TOWARDS CONDO FROM GUNINGBLAND/PARKES/CONDO INTERSECTION|-33.11557|147.91817|",1097186
"20/2/R|-31.5997|151.8297|1000",1129521
"20/5/R|-31.5997|151.8297|1000",1114296
"200 M W FROM EASTERN RD WHICH IS 350M S OF CAMP RD. LINE GOES S STARTING 20M FROM RD|-33.77207|147.81096|",1097205
"200 M W FROM EASTERN RD WHICH IS 350M S OF CAMP RD. LINE GOES S STARTING 220M FROM RD|-33.77207|147.81096|",1097184
"200m E of a point 550m along Burns Rd, Kangaroo SF|-30.0767|152.8678|100",5006219
"22km E of Duaringa, Qld|-23.7171|149.8659|10000",1093542
"25km E Dorrigo Coramba Rd at Coopernook For. Rd|-30.2917|152.8232|1000",1138768
"2A/2|-31.55|152.63|10000",1114230
"2km N Bilpin nr. Kurrajong|-33.4872|150.5384|1000",1130870
"2km W Rocky Glen|-31.129|149.55|10000",6063818
"2km W Williamstown|-34.6713|138.8679|10000",6032487
"2mi W. Paluma, N.Qld|-19.014|146.18|10000",6045793
"2mi. W. Paluma, N.Qld|-19.014|146.18|10000",6045793
"3 km North Lansdowne|-31.753487|152.537747|10000",6058682
"3.8km W along Stockyard Fire Trail from Chandler Ck, Chaelundi SF|-29.9639|152.5231|100",6038874
"300m NW of Gilgurry Mt, Boorook SF|-28.7897|152.1822|100",5006568
"35km SE Hungerford|-29.099|144.747|10000",1113462
"37km S Grafton|-29.3|152.9818|10000",1134088
"3Km. N. Lansdowne via Taree|-31.7533|152.5378|10000",1138409
"4 mi. E Wilcannia|-31.561|143.445|10000",6047626
"4.8KM S OF RD FROM PULLABOOKA RUNING S TO CARAGABAL. TURN N UP PROPERTY, WALK THRU FENCE TO STH REMNANT. GO N FROM SHEEP TRACK 200M W OF SE CORNER|-33.79161|147.73502|",1097289
"4.8KM S OF RD FROM PULLABOOKA RUNING S TO CARAGABAL. TURN N UP PROPERTY, WALK THRU FENCE TO STH REMNANT. GO N FROM WATER TANK 100M W OF SE CORNER|-33.79105|147.73805|",1097178
"4.8KM S OF RD FROM PULLABOOKA RUNING S TO CARAGABAL. TURN N UP PROPERTY, WALK THRU FENCE TO STH REMNANT. GO S FROM CARTWHEELS 150M W OF NE CORNER|-33.79161|147.73502|",1097172
"4.8KM S OF RD FROM PULLABOOKA RUNING S TO CARAGABAL. TURN N UP PROPERTY, WALK THRU FENCE TO STH REMNANT. GO S FROM NE CORNER|-33.79105|147.73805|",1097142
"40 Mile Scrub, 65km SW Mt Garnet|-18.126|144.818|10000",1133329
"40km N. Yuna|-27.864|115.023|100000",6032400
"40km W. of Caiguna WA. 125ยก 05' E 32ยก 20' S|-32.3227|125.0636|10000",6056937
"4B/1|-31.55|152.63|10000",1114230
"4km N Bilpin, nr Kurrajong|-33.4739|150.5708|1000",1133446
"4km S Tinda Creek, Putty rd|-33.195415|150.687217|10000",6063008
"4mi. E. Wilcannia|-31.561|143.445|10000",6047626
"5 mi. S. Mendooran|-31.882471|149.074654|10000",1147610
"52km E Musgrave|-14.549|143.849|10000",1133356
"5A/1|-31.55|152.63|10000",1114230
"5km E Bilpin nr. Kurrajong|-33.5126|150.5711|1000",6041574
"5km E Bilpin, nr Kurrajong|-33.4768|150.5616|1000",1133427
"5km N. of Harrington|-31.8277|152.6831|10000",1146070
"5km S of Yarrawa|-32.4334|150.5609|10000",1143528
"5mi. W. Paluma, N.Qld|-19.0157|146.1271|10000",1147795
"60km N Marlborough|-22.476|149.499|10000",1093394
"65km N. Marlborough|-22.437|149.474|10000",1129525
"6km N Bilpin nr. Kurrajong. (see Notes)|-33.4739|150.5708|1000",6052857
"6km N.E. Bilpin, Blue Mtns|-33.4739|150.5708|1000",1133178
"6km NE Bilpin|-33.4739|150.5708|1000",1130877
"6km NE Bilpin nr. Kurrajong|-33.4739|150.5708|1000",6052858
"6km NE bilpin, Blue Mtns|-33.4739|150.5708|1000",1133243
"6km NE Bilpin, nr. Kurajong|-33.4739|150.5708|1000",6035116
"6km NE Bilpin, nr. Kurrajong|-33.4739|150.5708|1000",1130871
"6km W Kyogle|-28.6206|152.9504|10000",1134076
"6mi. W Mullewa|-28.591|115.433|10000",6034680
"7 km S Dubbo|-32.3252|148.5928|10000",6047579
"7km N. Bilpin|-33.4705|150.5799|1000",1133188
"7km N. Bilpin (see notes)|-33.4705|150.5799|1000",6059028
"7km NE Bilpin, nr. Kurrajong|-33.4705|150.5799|1000",1130869
"7km NE Mt. Tomah (see notes)|-33.4705|150.5799|1000",1130869
"7mi. W. Claudie Riv|-12.84|143.25|100000",1132456
"80 Gondola Rd., Narrabeen|-33.705218|151.288834|1000",1146079
"80km S of Larrimah|-16.2026|133.4253|10000",6056553
"8km NE Cudal|-33.244|148.817|10000",6057793
"8km S of Clermont|-22.8914|147.6605|10000",6044176
"9 mls Sth Marchagee along Geraldton Rd|-30.181|116.0426|10000",1144279
"90 mls water tank, E Lake King|-32.682|120.693|10000",6067008
"9B/1|-31.55|152.63|10000",1114230
"9km S of Sandy Hollow|-32.3782|150.5294|10000",1143530
"A single example was taken from the stomach of a trout during the investigation by Mr. K. C. McKeown, of the Australian Museum|-33.72|149.97|10000",1145341
"about 600m down small Tk off Dorrigo Bellingen Hwy, <1km W of Summervilles Rd, Bellingen River SF|-30.4175|152.7583|100",5006303
"Acacia Plateau & Wilson's Peak Area - Koreelah SF|-28.27|152.45|10000",5025780
"Adelaide|-34.92869|138.60102|100000",6016511
"Adelaide (from old register)|-34.92869|138.60102|100000",6016511
"Adelaide R.|-13.24|131.105|10000",1110729
"Agnes Water 40km E Miriam Vale|-24.217|151.9|10000",1133236
"Alice Springs C. Australia|-23.699|133.881|10000",1127800
"Almaden,  Chillagoe Dist., N.Q.|-17.33859|144.67441|10000",5011415
"Almaden, Chillagoe Dist., NQ|-17.33859|144.67441|10000",1087137
"Ankertell|-28.024|118.849|10000",1140212
"approx. 3 km N. Lansdowne via Taree|-31.756|152.534|10000",1096813
"Arthur River, 6 ml. E. Darkan (see notes)|-33.3564|116.8403|1000",1130824
"Avoca Beach|-33.4652|151.4346|10000",1092870
"B. Tops|-32.0012|151.4662|10000",6062535
"Bald Hills Stn, 30km N of Cooktown|-15.3|145.0333|10000",1090765
"Bar. Tops S.F.|-31.98|151.45|100000",1107627
"Barora, Toolona Ave|-28.217147|153.5431|10000",1110558
"Barranjoey, Broken Bay|-33.582|151.326|10000",6067098
"Barrington R. 5000'|-32.041|151.41|10000",6047240
"Barrington Tops N.P., Williams R.|-32.125|151.494|10000",1138487
"Barry's Island|-33.8318|151.1846|10000",6065421
"BEGA04 Chalkhill's Ck|-36.9042|149.7913|1000",1123674
"BEGA23 paddy's Ck (Tuross R)|-36.3334|149.8076|1000",1123794
"BEGA23 Paddys Creek|-36.3331|149.8075|100",1127928
"BEGAm25 Murrah River: Knights Ck|-36.5446|149.9805|1000",1120235
"Belair Mt. Lofty Rges|-34.997|138.621|10000",1114457
"Belgian Congo, Katanga,|-11.1411|27.1047|100000",1142699
"Bellenden Ker N.P. Kearneys Falls|-17.237|145.782|1000",1138595
"Bellingen R. (on label) Clarence River (in register)|-30.47|152.42|10000",6063802
"BELLm1 Bellinger R nr Thora (Homeland's comm.)|-30.4329|152.722|1000",1120358
"Belubula|-33.6318|148.8485|10000",1085487
"Belubula R @ Millambri|-33.5738|148.8288|1000",1124688
"Bendalong|-35.2271|150.4901|10000",6061887
"Bendalong, near Milton|-35.2471|150.5298|10000",6066855
"Berkshire Pk., Sydney|-33.682|150.785|10000",6049914
"Between Carnarvon district and N.W. Cape N.W.A.|-23.44|113.88|100000",1090803
"Big Bull Ck, 2.7km NE alon Foamy Ck Rd from Chaelundi Rd, Marengo SF|-30.125|152.4308|100",5005904
"Billabong|-26.8168|114.6117|10000",1144295
"Bimbi - topside of specimen label; Weddin S.F. - underside of specimen label|-34.0152|148.0179|10000",1148142
"Black Island|-29.4235|153.3012|10000",1101619
"Blackdown Tableland Expedition Range C Qld|-23.833|149.05|10000",1094004
"Blackdown T'land|-23.833|149.05|10000",1129735
"Blackdown T'lands|-23.833|149.05|10000",1129735
"Blackmore R. nr. Tumbling Waters|-12.77|130.95|10000",6051599
"Blackmore R. nr. Tumbling Waters, N.T.|-12.77|130.95|10000",6051599
"Blaney, Errobank Primary Sch., Errowbang Rd|-33.562142|149.0711|10000",1110601
"Blue Mtns N.P.|-33.6152|150.4179|100000",6052318
"Blue Mtns N.P., Blackheath, seeps below Govett's Lookout|-33.6279|150.3123|1000",6026647
"Blue Mtns N.P., Grand Canyon|-33.665|150.318|10000",6066956
"Blue Mtns N.P., Mt Wilson, ex Waterfall Creek|-33.515|150.401|10000",1138495
"Blue Mtns N.P., Mt Wilson, Waterfall Creek|-33.515|150.401|10000",1138498
"Blue Mtns NP, Blackheath, Govetts Leap, seeps below lookout|-33.6279|150.3123|1000",6026647
"Blue Mtns NP, Blackheath,Govetts Leap, seeps along track|-33.632|150.318|10000",1138617
"Blue Mtns NP, Blackheath,seeps below Govetts Leap Lookout|-33.6279|150.3123|1000",6026647
"Blue Mtns NP; Blackheath, Govetts Leap, seeps along track|-33.632|150.318|10000",1138617
"Blue Mtns NP; Valley of the Waters below Vera Falls|-33.7258|150.3603|1000",1138121
"Blue Mtns. near Blackheath Govett's Leap tr. top of Horseshoe Falls|-33.6236|150.3125|10000",1087375
"Blue Mts|-33.665|150.285|100000",6037079
"Blue Mts, NSW; Wentworth Falls on underside of label.|-33.7152|150.3679|10000",1130684
"Blundells, F.C.T.|-35.32|148.83|10",1145379
"Bobbin Fire Trail, 100m from Padmans Rd, Bulga SF|-31.6231|152.1678|100",5005950
"Bogan R.|-31.908|147.187|100000",1084335
"Bogan R., Nyngan|-31.5581|147.185|10000",6035233
"Bogan Riv.|-31.908|147.187|100000",6003154
"Bogan River|-31.908|147.187|100000",1084335
"Bogan River, Callubri|-31.9642|147.2458|100",1084275
"Bogong Plains, Vic.|-36.76492|146.7883|10000",1087317
"Bogougo C. on label. In register as Bogongo|-26|146|100000",6050584
"Bolaro, N.S.W.|-33.92|148.84|10000",1087853
"Bonin Is. Haha jima, Okimura|26.639|142.16|10000",1143382
"Boona SF (S) survey grid 6, Coleambally Irrigation Area|-34.755171|145.966214|100",1114930
"Boona State Forest|-34.742815|145.996092|100",5034271
"Boorook Ck x-ing Colonga Rd, Boorook SF|-28.8647|152.1961|100",5005799
"Booti|-32.317|152.522|10000",6026490
"Bot. Gardens|-33.709|150.335|10000",1130637
"Bottlebrush WL, Mt Annan|-34.0644|150.7794|1000",1131680
"Bottom end of Cliffs Trail; about 1.3km from Oxler Rd, Styx River SF|-30.565|152.3472|100",5006236
"Bottom end of Cliffs Trail; about 1.3km from OxleyRd, Styx River SF|-30.565|152.3472|100",5006236
"Bourke and Wilcannia, NSW. Darling R. flood|-30.9|144.63|100000",6067676
"Bourke and Wilcannia; Darling River (1890) Floods|-30.9|144.63|100000",6067676
"Bowen (top) Merinda (underside)|-20.01649|148.16469|",1144143
"Box Ck., 16 km N. Proserpine|-20.2917|148.5175|10000",6063006
"Box Ck., 16km N. Proserpine|-20.2917|148.5175|10000",1147760
"Braidwood|-35.4485|149.8012|10000",6062439
"Braidwood (top of label),  Jinden (underside)|-35.8888|149.5904|10000",6062440
"Bramble Cay, Torres Strait. Blown across by N.W. wind|-9.133|143.883|10000",1138698
"bred from pupa taken from soil at butt of gum tree Lakemba|-33.8652|151.21|100000",1134385
"Brett's State Forest|-34.749069|145.905592|100",5034175
"Bris. Q.|-27.46784|153.02801|100000",1144763
"Brisbane Rg's|-37.824|144.274|100000",1135387
"Brit. E. Africa, Liongalani|2.7444|36.7147|10000",1142921
"British East Africa, Kioyale|0.5525|42.7417|100000",1142685
"British East Africa, Magadi Rly|-1.9|36.2833|10000",1142714
"British East Africa, Mgardi|-1.9|36.2833|10000",1142717
"Brooklana, E. Dorrigo|-30.2652|152.8512|10000",6067834
"Brooklana, East Dorrigo|-30.2652|152.8512|10000",6067834
"Broulee|-35.8485|150.16789|10000",1092871
"Bruni I. Tas.|-43.28|147.28|10000",1147225
"Brushgrove, near Maclean|-29.5652|153.08459|10000",6041926
"Bubia near Lae|-6.6687|146.9167|10000",1126676
"Bubia, Morobe District|-6.6687|146.9167|10000",1147599
"Bulls ground SF|-31.55|152.63|10000",1114230
"Bunbury|||",6049198
"Bundagen via Repton|-30.4124|153.06039|10000",6036869
"Bundeena|-34.082|151.151|10000",6062542
"Bundjalong N.P., Black Rocks|-28.415|153.568|10000",1087036
"Bungari Rd., 1.0km from Mt Allyn Rd, Chichester SF|-32.135|151.435|100",5006450
"Bungari Rd.,1.0km from Mt Allyn Rd Chichester SF|-32.135|151.435|100",5006450
"Bunya Mtns N.P., Paradise Falls|||",1138503
"Bunya Mts|-26.85|151.57|100000",6037438
"Burnett River, Eisvold|-25.3781|151.086|10000",6066655
"Burngup Res., E. Lake Grace|-32.807|118.67|10000",1094891
"Burren Juck|-34.9985|148.5929|10000",1144648
"Butterfly Gorge, Katherine Gorge, NP.|-13.745|131.574|10000",6039554
"c4k S Darkes Forest|-34.264|150.948|10000",1131134
"Cairns dist.|-16.922|145.776|100000",6038647
"Caloundra North of Brisbane Queensland|-26.80479|153.13384|10000",1144756
"Caloundra Queensland|-26.80479|153.13384|10000",1144757
"Cambridge Plateau, Richmond range SF|-28.78|152.75|10000",5025980
"Camplehay|-33.8184|151.0005|1000",1142106
"Canberra, F.C.T.  (Date appears to be originally printed 'June' but is crossed out and over-written with Roman numeral for 'v'. i.e. May|-35.3|149.133|10000",1145245
"Caparra Ck: Caparra Hut|-31.702|152.1906|1000",1122838
"Cape York Pen. Heathlands Hsd, at pumphouse|-11.7506|142.5818|1000",1086061
"Capel District (18 miles south of Bunbury)|-33.55575|115.561|100000",6026741
"Capel R.|-33.62|115.65|100000",1134107
"Carawena|-29.17|140|100000",6026960
"Carnarvon Rge|-25.283|148.733|100000",6034514
"Carnarvon Rge. Q.|-25.283|148.733|100000",6047729
"Cascade Ck Royal Nat Park|-34.25|150.73|10000",6066847
"Castlereagh S.F.|-33.682|150.751|10000",6027162
"Caught aboard ship off Flinders Reef Cay A, Coral Sea.|-14.1753|144.285|10000",6039643
"Cedar Ck, Cedar Trail, Washpool NP|-29.4783|152.3397|100",5005831
"Charlotte Pass, Snowy Mts.|-36.4152|148.3179|10000",6031065
"Chelsea V.|-38.05069444|145.1218056|10000",6054599
"Chili Beach nr. Portland Roads|-12.628|143.431|10000",1133326
"Chillago: in Ballroom Cave|-17.2|144.5|1000",6056145
"Chumooli nr Wyndham|-15.467|128.198|10000",1131583
"Ck flowing into middle ck, 600m above where it drops into gorge. Wattle Ck rd, 1.6km S of where rd bends at right angles to the SE on a small tributary Ck, Spirabo SF|-29.3106|152.1803|100",5005885
"CLAR03 Mann R:Grafton Rd|-29.6901|152.0935|1000",1120867
"CLAR27 Sandon R: Goldminers Rd|-29.7191|153.245|1000",1120371
"CLAR28 Wooli Wooli R.|-35.433|150.1921|1000",1128733
"Clarence|-33.4735|150.2262|10000",6033214
"Clarence R.|-29.1627|152.8159|1000",1090079
"Clarence, Blue Mountains|-33.4735|150.2262|10000",6033235
"Clarence, Blue Mtns|-33.473|150.226|10000",6033227
"Claudie R. near Mount Lamond|-12.75|143.28|10000",6066143
"Claudie R. near Mt. Lamond|-12.7341|143.2202|10000",6030727
"Claudie R., 4 miles W. Mt. Lamond|12.723|143.16|10000",1132724
"Claudie R.near MtLamond,NQld|-12.7341|143.2202|10000",6063691
"Clermont, Queensland|-22.82316|147.63834|10000",1094358
"Cliffs Trail about 2km S of gate from point Lookout Rd, New England NP|-30.5167|152.3869|100",6066557
"CLYD05 u/s Bimberamala R.|-35.4435|150.0651|1000",6040372
"Coen District, Cape York|-13.943|143.199|100000",1101362
"Coen district, CapeYork|-13.943|143.199|100000",1101362
"Coffs Hbr.|-30.3152|153.1179|10000",1144772
"Coleambally Irrigation Area|-34.813501|145.875472|100",5034329
"Collected at light|-24.54|149.279|10000",1083986
"Collubri, Nyngan|-31.908|147.187|10000",1084907
"Colong Dist., nr. Yerranderie|-34.1222|150.1693|10000",6034771
"Como|-33.9985|151.0679|10000",6056397
"Como Jannali (Top) Jannali (underside)|-34.0152|151.0679|10000",1144853
"Como, near Sydney|-33.9985|151.0679|10000",6035991
"Como-Janalli|-34.0103|151.0657|10000",1094628
"Coocumbac Is. Nature Reserve, Taree|-31.9152|152.4512|10000",6046320
"Cooper Park, Sydney|-33.8902|151.2512|10000",1135033
"Cooper Pk Syd|-33.8902|151.2512|10000",1092865
"Cooper Pk., Sydney|-33.8902|151.2512|10000",1144858
"Coorow 150 N (=150 miles N Perth)|-29.88209|116.0226|10000",1143757
"Coraki WL, Ballina|-28.9839|153.2514|1000",1129037
"CorinDam 35 mi. W.Canberra|-35.533|148.833|10000",1132482
"Cowan Track, at the end on the left|-33.648469|151.171146|10",1113694
"Cradle Mt.|-41.635|145.945|10000",1094981
"Cradle Vall.|-41.64869251|145.934938|10000",1091805
"Crystal Spring, 7 mi. W. Walpole|-34.983|116.607|10000",1140961
"CSIRO Exp. Fm, Wilton|-34.2402|150.7012|10000",1147771
"CSIRO Orchard, Wilton|-34.2402|150.7012|10000",6049143
"Cue. Millie Soak; Dedari|-27.85593|118.3048|10000",1143977
"Cunnamulla Q.|-28.07039|145.68258|10000",6063646
"Cunninghams Gap, NSW|-28.05|152.4|10000",6028126
"Cypress Dam, Mt Annan|-34.0764|150.7614|100",1128556
"Daisy Patch Rd, 3.7km S of Enfiel Rd. Enfield SF, Daisy Patch Flora Res|-31.3597|151.9233|100",5006063
"Dampier Mt Fire Trail, Deua NP, Site 4|-35.974|149.689|1000",5033540
"Dawson R.|-24.611|149.906|100000",1134442
"Dawson R. Q.|-24.09|149.82|100000",1144174
"De Burghs Pk (possibly refering to the park around De Burghs Bridge)|-33.7758|151.1356|1000",1092213
"Dead Horse Gap Kosciusko N. Pk.|-36.515|148.251|10000",6045085
"DEATHS LANE E OF FOREST - 7.7 KM S OF N END OF LANE. W SIDE OF RD|-33.82467|147.81384|",1097276
"DEATHS LANE E OF FOREST - 7.9 KM S OF N END OF LANE. W SIDE OF RD|-33.82467|147.81384|",1097286
